dataset,parameter_modified,parameter_value1,parameter_value2,total_cost,execution_time,is_feasible,error
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,0.95,1.0,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 0.95, ""parameter_value2"": 1.0, ""total_cost"": 1107.6561748641263, ""execution_time"": 300.03066515922546, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,0.95,1.05,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 0.95, ""parameter_value2"": 1.05, ""total_cost"": 1107.656187658258, ""execution_time"": 300.0161819458008, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,0.95,1.1,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 0.95, ""parameter_value2"": 1.1, ""total_cost"": 1110.6677593057575, ""execution_time"": 117.22906804084778, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,0.95,1.25,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 0.95, ""parameter_value2"": 1.25, ""total_cost"": 1107.6561748641263, ""execution_time"": 300.02374505996704, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,1.0,0.75,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.0, ""parameter_value2"": 0.75, ""total_cost"": 1110.667764511374, ""execution_time"": 145.08898091316223, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,1.0,0.9,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.0, ""parameter_value2"": 0.9, ""total_cost"": 1107.6561800144848, ""execution_time"": 283.5963487625122, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,1.0,0.95,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.0, ""parameter_value2"": 0.95, ""total_cost"": 1110.6678578263566, ""execution_time"": 300.02703189849854, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,1.0,1.0,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.0, ""parameter_value2"": 1.0, ""total_cost"": 1107.6563217242478, ""execution_time"": 300.0326781272888, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,1.0,1.05,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.0, ""parameter_value2"": 1.05, ""total_cost"": 1107.6559670614242, ""execution_time"": 156.69878697395325, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,1.0,1.1,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.0, ""parameter_value2"": 1.1, ""total_cost"": 1107.65618381625, ""execution_time"": 272.2279357910156, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,1.0,1.25,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.0, ""parameter_value2"": 1.25, ""total_cost"": 1107.6561800144832, ""execution_time"": 300.0223879814148, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,1.05,0.75,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.05, ""parameter_value2"": 0.75, ""total_cost"": 1110.667764511374, ""execution_time"": 300.0431571006775, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,1.05,0.9,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.05, ""parameter_value2"": 0.9, ""total_cost"": 1107.656332728562, ""execution_time"": 300.03906989097595, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,1.05,0.95,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.05, ""parameter_value2"": 0.95, ""total_cost"": 1107.656180097634, ""execution_time"": 300.01680397987366, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,1.05,1.0,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.05, ""parameter_value2"": 1.0, ""total_cost"": 1107.6563270362374, ""execution_time"": 296.820604801178, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,1.05,1.05,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.05, ""parameter_value2"": 1.05, ""total_cost"": 1107.6561879026226, ""execution_time"": 300.02560591697693, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,1.05,1.1,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.05, ""parameter_value2"": 1.1, ""total_cost"": 1110.667824095395, ""execution_time"": 111.94017577171326, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,1.05,1.25,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.05, ""parameter_value2"": 1.25, ""total_cost"": 1110.6679172250997, ""execution_time"": 108.1506860256195, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,1.1,0.75,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.1, ""parameter_value2"": 0.75, ""total_cost"": 1107.6561396629884, ""execution_time"": 219.9057228565216, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,1.1,0.9,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.1, ""parameter_value2"": 0.9, ""total_cost"": 1107.6563324625479, ""execution_time"": 246.27048182487488, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,1.1,0.95,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.1, ""parameter_value2"": 0.95, ""total_cost"": 1107.656180097634, ""execution_time"": 272.9961087703705, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,1.1,1.0,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.1, ""parameter_value2"": 1.0, ""total_cost"": 1107.6563270362374, ""execution_time"": 294.79725193977356, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,1.1,1.05,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.1, ""parameter_value2"": 1.05, ""total_cost"": 1107.6561879026226, ""execution_time"": 300.02656269073486, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,1.1,1.1,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.1, ""parameter_value2"": 1.1, ""total_cost"": 1110.667824095395, ""execution_time"": 110.85444211959839, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,1.1,1.25,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.1, ""parameter_value2"": 1.25, ""total_cost"": 1110.6679172250997, ""execution_time"": 108.18808126449585, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,1.25,0.75,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.25, ""parameter_value2"": 0.75, ""total_cost"": 1111.838746634377, ""execution_time"": 9.267710208892822, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
/Users/m.j.j.heule/Documents/4. TU Delft/TU Master/Operations optimisation/operations_optimisation/manilakbay-2E-EVRP-Instances-95ae99e/Type_x/Customer_50/RC101_C50x.txt,vehicle_amount,1.25,0.9,,,,"Failed to decode JSON from script output. Stdout: 'Set parameter Username
Set parameter LicenseID to value 2703660
Academic license - for non-commercial use only - expires 2026-09-05
{""dataset"": null, ""parameter_modified"": ""vehicle_amount"", ""parameter_value1"": 1.25, ""parameter_value2"": 0.9, ""total_cost"": 1110.6678917872841, ""execution_time"": 89.70951914787292, ""is_feasible"": true, ""error"": null}
'. Stderr: ''."
